NAME,BRAND,UOM,CATEGORY,SUB CATEGORY,TAX CODE,QTY SOLD,NO. OF BILLS,TAXABLE AMOUNT,REVENUE,MRP,SP/WP/SPLP/OP,CP
Jonna Ravva 500g,Prakruthivanam,500 kg,ORGANIC PRODUCTS,Millet Ravva,5,153,92,7285.71,7650,50,50,33.6
Channa Dal 250g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,56,51,2666.67,2800,50,50,37
Go Desi Real Aam 5rs,GO DESI,1 pc,Miscellaneous,Miscellaneous,5,10,2,0,0,5,0,4
Arikalu (kodo) Millet - 1kg - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,4078,2724,621409.52,652480,160,160,135.87
Samalu (Little) 1kg,Prakruthivanam,1 pc,Millet,Siri Dhanyalu,5,3081,2002,469485.71,492960,160,160,123
Udarlu (Barnyard) 1kg,Prakruthivanam,1 pc,Millet,Millet,5,991,654,198200,208110,210,210,168
Shampoo 600ml,Prakruthivanam,1 pc,Personal Care,Shampoo,18,2160,1562,695593.22,820800,380,380,274.94
Dates 500g,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,204,155,47357.14,53040,260,260,208
Natural Burgundy,Radico,1 kg,Miscellaneous,Miscellaneous,18,8,7,779.66,920,115,115,88.21
Chia Seeds 100g,Prakruthivanam,1 grm,Masala & Spices,Spices,5,344,264,22933.33,24080,70,70,60
Flax Seed Powder-100gms-PVS,Prakruthivanam,1 pkt,Masala & Spices,Powder,5,420,354,12000,12600,30,30,21
Cow Milk & Sandal Wood - 100gms -pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,18,2197,1184,186186.44,219700,100,100,71
Citronella Oil-15ml,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,18,389,254,26372.88,31120,80,80,65
Tomato Pickle 300g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,12,146,140,22160.71,24820,170,170,128
Ginger Pickle 250g,Prakruthivanam,1 kg,Pickles & Chutneys,Pickle,12,124,122,21035.71,23560,190,190,142
Asafoetida Powder 50g,Arogya Rahasya,1 grm,Miscellaneous,Miscellaneous,5,150,136,11285.71,11850,79,79,67.15
Pepper 100g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,286,239,32685.71,34320,120,120,92
Pepper 50g,Prakruthivanam,1 pc,Masala & Spices,Whole,5,302,246,17257.14,18120,60,60,46
Castor Oil 200ml,Prakruthivanam,1 pc,Personal Care,Hair Oil,5,98,79,8400,8820,90,90,72
Coconut Oil 200ml ,Prakruthivanam,1 ltr,Miscellaneous,Miscellaneous,5,315,298,42000,44100,140,140,112
Multani Mitti Face Pack 100g,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,12,110,97,2946.43,3300,30,30,24.53
Timbaktu Organic Ragi Murukku 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,175,150,9639.83,11375,65,65,48.75
Pure&Sure Organic Moringa Powder 150g ,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,130,112,22285.71,23400,180,180,135
Moringa Powder Spicy 100g,Prakruthivanam,1 pkt,CHUTNEY,CHUTNEY,5,279,239,23914.29,25110,90,90,63
Timbaktu Organic Ragi Vamu Mixture 250g,Timbaktu,1 ltr,Miscellaneous,Miscellaneous,18,208,197,11457.63,13520,65,65,48.75
Water Filter ,Water Filter,1 pc,Water,Water,18,73,68,742372.88,876000,12000,12000,7800
Neem & Tulsi Soap100g,Prakruthivanam,1 pc,Personal Care,Soaps,18,1,1,75.02,88.52,90,88.52,63
Timbaktu Organic Chutney Powder 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,5,1,1,70.26,73.77,75,73.77,56.25
Pure&Sure Beaten Rice 1kg,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,0,1,1,127.87,127.87,130,127.87,97.5
Timbaktu Organic Ragi Murukku 250g,Timbaktu,1 grm,Custom,Custom,18,2,1,108.36,127.87,65,63.93,47.45
Kiwi - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,1,1,140.66,140.66,143,140.66,110
Pure&Sure Organic Green Peas Dried 500g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,1,1,159.25,167.21,170,167.21,127.49
Natural Sugar 1kg,Arogya Rahasya,1 kg,Grocery & Staples,"Salt, Sugar & Jaggery",5,1,1,112.41,118.03,120,118.03,80
Go Desi Amla 20rs,GO DESI,1 grm,Snacks,Home Made,5,3,1,56.21,59.02,20,19.67,16
Dried Cherries - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,1,1,211.48,211.48,540,211.48,160
Jaggery 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grocery,0,2,1,216.39,216.39,110,108.2,85
Honey Glass Bottle - 500g,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,5,3,1,590.16,619.67,210,206.56,154
Go Desi Lemon Chat 20rs,GO DESI,1 pc,Miscellaneous,Miscellaneous,5,2,1,37.47,39.34,20,19.67,16
Bajra 1Kg,Prakruthivanam,1 pc,Millet,Millet,5,1,1,56.21,59.02,60,59.02,45
Varigalu 1Kg,Prakruthivanam,1 pc,Millet,Millet,5,1,1,149.88,157.38,160,157.38,122.85
Unpolished Rice 1kg,Prakruthivanam,1 pc,Grains,Rice,5,2,1,159.25,167.21,85,83.61,70
Timbaktu Organic Red Rice Chennangi 1kg,Timbaktu,1 kg,Miscellaneous,Miscellaneous,5,1,1,65.57,68.85,70,68.85,52.5
Pure&Sure Organic Rajma Beans 500g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,2,1,252.93,265.57,135,132.79,101.24
White Gingelly Seeds -1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,224.82,236.07,240,236.07,192.15
Groundnuts 1kg,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,1,1,196.72,206.56,210,206.56,168
Groundnut Chikki 250g,Prakruthivanam,1 pc,Snacks,Home Made,5,1,1,86.18,90.49,100,90.49,70.35
Herbal Ant Repellent 100ML,Herbal Strategi,1 ltr,Household,Utensils & crockery,18,1,1,183.38,216.39,220,216.39,176
Timbaktu Organic Ragi Vamu Mixture 250g,Timbaktu,1 grm,Custom,Custom,18,3,1,162.55,191.8,65,63.93,47.45
Boiled Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,2,1,149.88,157.38,80,78.69,64
Dry Coconut 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,3,1,224.82,236.07,80,78.69,64
Timbaktu Organic Peanut Butter 200g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,2,2,266.74,314.76,160,157.38,116.8
GO DESi IMLIPOP Rs.5,GO DESI,1 grm,Snacks,Home Made,5,25,2,117.1,122.95,5,4.92,4
Dates 500g,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,4,2,913.35,1022.95,260,255.74,208
Rock Salt (GRANUALS) 1kg,Arogya Rahasya,1 kg,Masala & Spices,Powder,0,2,2,127.87,127.86,65,63.93,50
MultiGrain Atta 1Kg,Prakruthivanam,1 pc,Millet,Millet Flour,5,5,3,515.22,540.99,110,108.2,85.05
Timbaktu Organic Roasted Peanut 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,1,1,70.85,83.61,85,83.61,63.75
Timbaktu Organic Amla Pickle-370gms,Timbaktu,1 grm,Miscellaneous,Miscellaneous,12,1,1,219.56,245.9,250,245.9,250
Puro Salt 1kg,Sri venkateswara Enterprises,1 pkt,Salt- Sugar & Jaggery,Miscellaneous,0,2,1,216.39,216.39,110,108.2,87.5
Anjeer - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,17,17,6120,6120,360,360,190
Timbaktu Organic Red Rice Chennangi 1kg,Timbaktu ,1 kg,Miscellaneous,Miscellaneous,5,116,72,7733.33,8120,70,70,52.5
Pure&Sure Organic Chocolate Mint Dark 30g,Pure&Sure,1 pc,Miscellaneous,Miscellaneous,18,53,53,8084.75,9540,180,180,134.99
Black Gingely Seeds 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,31,28,1771.43,1860,60,60,45
Pumpkin Seeds - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,170,156,25500,25500,150,150,110
Timbaktu Organic Wheat Chips 250g ,Timbaktu,1 grm,Custom,Custom,18,1,1,53.74,63.41,65,63.41,48.75
Chilli Powder 250g,Prakruthivanam,1 pc,Masala & Spices,Powder,5,1,1,130.08,136.59,140,136.59,105
Surabhi Cow Ghee 250ml,Surabhi Healthy Life,1 btl,Miscellaneous,Miscellaneous,12,9,13,3977.68,4455,495,495,459.2
Nature Dish Wash 2lt,Herbal Strategi,1 ltr,Household,Dishwash,18,25,18,12605.93,14875,595,595,476
Curry Leafpowder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,233,194,17752.38,18640,80,80,56
Red Rice Poha 500g,Prakruthivanam,1 pkt,Custom,Custom,5,88,62,5028.57,5280,60,60,45
GreenGram Split 1kg,Prakruthivanam,1 pc,Grocery & Staples,Dals With Husk,5,71,54,12847.62,13490,190,190,143.85
Neem & Aloevera Soap - 100gms - Pvs,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,18,2113,1056,161161.02,190170,90,90,63
Kishmish Yellow - 250g,Dry Fruits,1 grm,Custom,Custom,0,109,94,10355,10355,95,95,70
Panchagavya Soap - 100grm - Pvs,Prakruthivanam,1 pc,Personal Care,Soaps,18,1169,563,99067.8,116900,100,100,70.8
Horse Gram Masala-100 Gms-pvs,Prakruthivanam,1 pc,Snacks,Home Made,5,121,101,3457.14,3630,30,30,21
Sweet Sajja Vada 100g,Prakruthivanam,1 pc,Snacks,Home Made,5,411,340,39142.86,41100,100,100,70.35
Mosrelief,Herbal Strategi,1 pc,Household,Mosquito Repelent,18,12,9,1006.78,1188,99,99,79.2
Cashew 320 Regular - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,35,26,8750,8750,250,250,172
SunFlower Seeds - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,34,33,3230,3230,95,95,70
Watermelon Seeds - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,51,49,6375,6375,125,125,96
Timbaktu Organic Arika Pongal Mix 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,5,58,50,3038.1,3190,55,55,41.25
Toilet Cleaner 500ml,Herbal Strategi,1 ltr,Household,Cleaning Accessories,18,33,26,4194.92,4950,150,150,119.99
Natural Fabric Wash 500ml,Herbal Strategi,1 ltr,Household,"Towels, Napkins & Other Cleaners",18,35,33,6525.42,7700,220,220,160
Musquito Body Spray 100ml,Herbal Strategi,1 ltr,Household Care,Household Cleaner,18,16,16,2983.05,3520,220,220,176
Groundnut Chutney Powder 250g,Prakruthivanam,1 pkt,CHUTNEY,CHUTNEY,5,250,234,19047.62,20000,80,80,56
Honey Farm Collection 1kg ,Prakruthivanam,1 pc,Branded Foods,Honey,5,642,443,238457.14,250380,390,390,288.75
Go Desi Amla 20rs,GO DESI,1 grm,Snacks,Home Made,5,1,1,0,0,20,0,16
Pure&Sure Sun Flower Oil 1ltr,Pure&Sure,1 ltr,Miscellaneous,Miscellaneous,5,1,1,379.06,398.01,400,398.01,300
Rice Papad-200g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,1,1,80.55,84.58,85,84.58,72
Timbaktu Organic Ragi Biscuit 150g,Timbaktu,1 kg,Custom,Custom,18,1,1,54.81,64.68,65,64.68,47.45
Jonnalu 1kg,Prakruthivanam,1 pc,Seeds And Grains,Grains,5,1,1,61.6,64.68,65,64.68,48
Honey Farm Collection 1kg ,Prakruthivanam,1 pc,Branded Foods,Honey,5,2,2,739.16,776.12,390,388.06,288.75
pure&Sure Palak Chakli,Pure&Sure,1 pkt,Miscellaneous,Miscellaneous,12,64,56,5142.86,5760,90,90,67.49
Jowar-Spicy Pops-50grms-Pvs,Prakruthivanam,1 grm,Snacks,Home Made,5,219,156,6257.14,6570,30,30,22.05
Timbaktu Organic Sadda Biscuit 150g,Timbaktu ,1 kg,Miscellaneous,Miscellaneous,18,331,268,18233.05,21515,65,65,48.75
Timbaktu Browntop Biscuit 150g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,238,185,13110.17,15470,65,65,47.45
Anjeer - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,1,1,306,306,360,306,200
Kiwi - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,1,1,121.55,121.55,143,121.55,110
Dried Black Plums - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,1,1,178.5,178.5,300,178.5,160
GO DESi IMLIPOP Rs.5,GO DESi,1 grm,Snacks,Home Made,5,116,2,469.52,493,5,4.25,375
Red Chilli Pickle 300g,Prakruthivanam,1 btl,Miscellaneous,Miscellaneous,12,1,1,0,0,190,0,142
Native Circle Red Kokum Sugarless,Native Circle,1 ltr,Miscellaneous,Miscellaneous,5,38,33,10857.14,11400,300,300,205.2
Horse Gram Whole - 1kg ,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,15,8,1285.71,1350,90,90,72
GCC Soapnut Hair Wash - 500ml,GCC,1 ml,Miscellaneous,Miscellaneous,0,50,40,11250,11250,225,225,190
Desi Cow Ghee 400g,Arogya Rahasya,1 grm,Dairy Products,Ghee,12,27,24,13982.14,15660,580,580,522
Dried Cherries - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,16,16,3440,3440,540,215,165
Nutraj Pista Salted - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,2,2,740,740,549,370,275
Dried Blueberry - 250g,Dry Fruits,1 grm,Miscellaneous,Miscellaneous,0,13,13,6435,6435,815,495,380
Groundnut Oil 1lt,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,2328,1454,909028.57,954480,410,410,309
GO DESi IMLIPOP Rs.5,GO DESi,1 grm,Snacks,Home Made,5,25,4,0,0,5,0,4
Gingelly Oil 500ml,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,5,4,1333.33,1400,280,280,210
Safflowe Oil - 500ml,Surabhi Healthy Life,1 ltr,Miscellaneous,Miscellaneous,0,9,6,1890,1890,210,210,168
Minapa Laddu (Sunnundalu) 200g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,426,322,52742.86,55380,130,130,91
Floor Cleaner 2lt,Herbal Strategi ,1 ltr,Household,Home Linen,18,54,32,17389.83,20520,380,380,304
Arogya Dish Wash Powder 500g,Arogya Rahasya,1 grm,Household,Dishwash,5,1,1,28.57,30,30,30,23.8
GoDesi Lemon Chat 20rs,GO DESI,1 pc,Miscellaneous,Miscellaneous,5,470,303,8952.38,9400,20,20,16
Surabhi Buffalo Ghee 250g,Surabhi Healthy Life,1 btl,Miscellaneous,Miscellaneous,12,1,1,267.86,300,300,300,240
Honey Glass Bottle - 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,152,127,59352.38,62320,410,410,305
Timbaktu Organic Ragi Biscuit 150g,Timbaktu,1 kg,Custom,Custom,18,1,1,0,0,65,0,48.75
Horse Gram Masala 100g,Prakruthivanam,1 pc,Snacks,Home Made,5,2,2,0,0,30,0,21
GO DESi IMLIPOP Rs.5,GO DESi,1 grm,Snacks,Home Made,5,8800,1658,41904.76,44000,500,5,375
Maha Beera Seeds 200g,Arogya Rahasya,1 pkt,Seeds And Grains,Seeds,5,379,298,36095.24,37900,100,100,80
Neem Leaves Powder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,113,112,5380.95,5650,50,50,39
Ragi Flour 500gmspvs,Prakruthivanam,1 pc,Millet,Millet Flour,5,751,640,28609.52,30040,40,40,31.5
Amla Powder 100g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,145,126,11047.62,11600,80,80,64
Palm Jaggary 200g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,88,76,7920,7920,90,90,72
Water Filter Stand,Water Filter,1 pc,Miscellaneous,Miscellaneous,18,36,34,67118.64,79200,2200,2200,1770
Water Filter ,Water Filter,1 pc,Water,Water,18,5,5,49576.27,58500,12000,11700,7800
Amla Pickle 500g,Prakruthivanam,1 btl,Pickles & Chutneys,Pickle,12,77,73,17875,20020,280,260,195
Honey Glass Bottle - 500g,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,5,145,134,29000,30450,210,210,154
Ragi Rawa 500gms,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Millet Ravva,5,268,192,12761.9,13400,50,50,38.85
Pacha Jonna Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Millet Ravva,5,237,170,14671.43,15405,65,65,50.4
Flax Seed 250g,Prakruthivanam,1 pc,Seeds And Grains,Seeds,5,331,299,25219.05,26480,80,80,61.01
Sprouted Ragi Powder-1kg-pvs,Prakruthivanam,1 pc,Millet,Millet Flour,5,482,393,55085.71,57840,120,120,84
Flax Seed 500g,Prakruthivanam,110 kg,Seeds And Grains,Seeds,5,234,212,33428.57,35100,150,150,114
Natural Henna Powder 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,18,108,105,8237.29,9720,90,90,59
Natural Henna Powder 500g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,18,77,68,11093.22,13090,170,170,110
Mustard -100gms-pvs,Prakruthivanam,1 pc,Masala & Spices,Whole,5,966,684,18400,19320,20,20,13.65
Groundnuts 500g,Prakruthivanam,1 pc,Grocery & Staples,Grains,5,708,560,74171.43,77880,110,110,88
Amla Pickle 300g,Prakruthivanam,1 pkt,Custom,Custom,12,1,1,151.52,169.7,170,169.7,128
Pure&Sure Organic Masoor Dal 500g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,1,1,95.07,99.82,100,99.82,73.94
Lemon Grass Oil 100Ml,Prakruthivanam,1 ml,Miscellaneous,Miscellaneous,18,2,1,845.95,998.22,500,499.11,359.9
Mosrelief,Herbal Strategi,1 pc,Household,Mosquito Repelent,18,4,1,335,395.29,99,98.82,79.2
Millet Muruku 100g,Prakruthivanam,1 grm,Snacks,Home Made,5,2,1,114.08,119.79,60,59.89,44.1
Lemon Pickle 300g,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,12,1,1,160.43,179.68,180,179.68,135
Vazra Kanthi Tooth Powder 100g,Dathu Naturals,1 grm,Personal Care,Tooth Paste,0,1,1,149.73,149.73,150,149.73,75
Timbaktu Organic Ragi Murukku 250g,Timbaktu,1 grm,Custom,Custom,18,2,1,109.97,129.77,65,64.88,48.75
Black Gram Without Husk 500g,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,6,1,571.43,600,110,100,82.01
Desi Basumathi Rice 1kg,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,24,16,4571.43,4800,200,200,135
Fried Channa Dal 500g,Prakruthivanam,1 pc,Grocery & Staples,Dals Without Husk,5,383,291,32828.57,34470,90,90,64.05
Wheat Flour 1kg,Prakruthivanam,1 pc,Grocery & Staples,Flours & Staples,5,192,119,20114.29,21120,110,110,77.23
Channa Dal 1Kg,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,68,59,11009.52,11560,170,170,123
Dry Coconut 250g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,5,202,143,15390.48,16160,70,80,64
Timbaktu Organic Sama Mixture 250g,Timbaktu,1 kg,Miscellaneous,Miscellaneous,18,188,163,7966.1,9400,50,50,37.5
Bamboo Tongue Cleaners,The Kind Earth,1 pc,Household Care,Household Cleaner,5,1170,668,44571.43,46800,40,40,26.25
Groundnut Oil 500ml,Prakruthivanam,1 pc,Grocery & Staples,Cooking Oil,5,333,267,66600,69930,210,210,158
200g Sambar Powder,Prakruthivanam,1 pc,Masala & Spices,Powder,5,194,184,10161.9,10670,55,55,36.75
Gongura Pickle 300g,Prakruthivanam,1 grm,Miscellaneous,Miscellaneous,12,207,201,33267.86,37260,180,180,135
Rajamudi Rice 1kg,Prakruthivanam,1 pkt,Miscellaneous,Miscellaneous,5,612,264,49542.86,52020,85,85,68
Wheat Ravva 500g,Prakruthivanam,1 pc,ORGANIC PRODUCTS,Ravva.,5,38,25,2895.24,3040,80,80,60
Jaggery Powder-500g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,0,1,1,64,64,65,64,45
Dantha Manjan Tooth Powder 50g,Prakruthivanam,1 kg,Miscellaneous,Miscellaneous,12,21,15,1218.75,1365,65,65,59
Dates 250g,Prakruthivanam,1 pc,Dry Fruit,Dry Fruit,12,225,156,26116.07,29250,130,130,96
Pure&Sure Organic Tea Powder 250g,Pure&Sure,1 kg,Miscellaneous,Miscellaneous,5,90,77,18428.57,19350,215,215,161.25
Red Gram Split 500g,Prakruthivanam,1 pc,Miscellaneous,Miscellaneous,5,233,131,19971.43,20970,90,90,67
